Adjacency Listing
0,1
1,2
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,13
13,14
14,15
15,16
16,0
0,17
1,18
2,19
3,20
4,21
5,22
6,23
7,24
8,25
9,26
10,27
11,28
12,29
13,30
14,31
15,32
16,33
17,18
18,19
19,20
20,21
21,22
22,23
23,24
24,25
25,26
26,27
27,28
28,29
29,30
30,31
31,32
32,33
33,17
17,34
18,35
19,36
20,37
21,38
22,39
23,40
24,41
25,42
26,43
27,44
28,45
29,46
30,47
31,48
32,49
33,50
34,35
35,36
36,37
37,38
38,39
39,40
40,41
41,42
42,43
43,44
44,45
45,46
46,47
47,48
48,49
49,50
50,34
