Adjacency Listing
0,1
1,2
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,13
13,14
14,15
15,16
16,17
17,18
18,19
19,20
20,21
21,22
22,23
23,24
24,25
25,26
26,27
27,28
28,29
29,0
0,30
1,31
2,32
3,33
4,34
5,35
6,36
7,37
8,38
9,39
10,40
11,41
12,42
13,43
14,44
15,45
16,46
17,47
18,48
19,49
20,50
21,51
22,52
23,53
24,54
25,55
26,56
27,57
28,58
29,59
30,33
31,34
32,35
33,36
34,37
35,38
36,39
37,40
38,41
39,42
40,43
41,44
42,45
43,46
44,47
45,48
46,49
47,50
48,51
49,52
50,53
51,54
52,55
53,56
54,57
55,58
56,59
57,30
58,31
59,32
