Adjacency Listing
0,1
1,2
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,13
13,14
14,15
15,16
16,17
17,18
18,19
19,20
20,21
21,22
22,0
0,23
1,24
2,25
3,26
4,27
5,28
6,29
7,30
8,31
9,32
10,33
11,34
12,35
13,36
14,37
15,38
16,39
17,40
18,41
19,42
20,43
21,44
22,45
23,24
24,25
25,26
26,27
27,28
28,29
29,30
30,31
31,32
32,33
33,34
34,35
35,36
36,37
37,38
38,39
39,40
40,41
41,42
42,43
43,44
44,45
45,23
23,46
24,47
25,48
26,49
27,50
28,51
29,52
30,53
31,54
32,55
33,56
34,57
35,58
36,59
37,60
38,61
39,62
40,63
41,64
42,65
43,66
44,67
45,68
46,47
47,48
48,49
49,50
50,51
51,52
52,53
53,54
54,55
55,56
56,57
57,58
58,59
59,60
60,61
61,62
62,63
63,64
64,65
65,66
66,67
67,68
68,46
